Adoption,Died,Euthanasia,ID,Return_to_owner,Transfer
0.935,0.0,0.005,2469,0.04,0.02
0.935,0.0,0.0,2470,0.065,0.0
0.355,0.01,0.0,2471,0.205,0.43
0.98,0.005,0.0,2472,0.005,0.01
0.935,0.0,0.01,2473,0.015,0.04
0.635,0.0,0.07,2474,0.105,0.19
0.4,0.0,0.06,2475,0.335,0.205
0.0,0.01,0.07,2476,0.0,0.92
0.005,0.0,0.3,2477,0.53,0.165
0.005,0.02,0.35,2478,0.0,0.625
0.155,0.0,0.105,2479,0.09,0.65
0.61,0.0,0.005,2480,0.22,0.165
0.215,0.0,0.295,2481,0.315,0.175
0.505,0.005,0.02,2482,0.005,0.465
0.165,0.0,0.01,2483,0.105,0.72
0.005,0.06,0.51,2484,0.045,0.38
0.865,0.0,0.0,2485,0.115,0.02
0.46,0.0,0.03,2486,0.24,0.27
0.785,0.0,0.005,2487,0.195,0.015
0.56,0.0,0.015,2488,0.375,0.05
0.0,0.0,0.07,2489,0.0,0.93
0.91,0.0,0.015,2490,0.0,0.075
0.175,0.0,0.005,2491,0.065,0.755
0.77,0.0,0.0,2492,0.135,0.095
0.01,0.0,0.11,2493,0.78,0.1
0.0,0.0,0.005,2494,0.0,0.995
0.9,0.0,0.0,2495,0.0,0.1
0.805,0.0,0.0,2496,0.07,0.125
0.525,0.0,0.015,2497,0.115,0.345
0.0,0.0,0.0,2498,0.0,1.0
0.01,0.055,0.205,2499,0.005,0.725
0.01,0.03,0.4,2500,0.015,0.545
0.485,0.0,0.035,2501,0.4,0.08
0.335,0.0,0.02,2502,0.485,0.16
0.85,0.0,0.0,2503,0.11,0.04
0.92,0.0,0.0,2504,0.0,0.08
0.605,0.0,0.055,2505,0.11,0.23
0.21,0.005,0.025,2506,0.62,0.14
0.005,0.005,0.01,2507,0.02,0.96
0.385,0.0,0.03,2508,0.18,0.405
0.005,0.005,0.2,2509,0.0,0.79
0.86,0.0,0.115,2510,0.0,0.025
0.58,0.0,0.0,2511,0.265,0.155
0.625,0.0,0.01,2512,0.065,0.3
0.0,0.005,0.01,2513,0.005,0.98
0.0,0.0,0.035,2514,0.0,0.965
0.43,0.0,0.03,2515,0.28,0.26
0.54,0.0,0.015,2516,0.31,0.135
0.05,0.055,0.105,2517,0.06,0.73
0.745,0.0,0.0,2518,0.205,0.05
0.04,0.0,0.18,2519,0.355,0.425
0.41,0.0,0.08,2520,0.37,0.14
0.335,0.01,0.025,2521,0.5,0.13
0.425,0.0,0.03,2522,0.175,0.37
0.74,0.0,0.005,2523,0.125,0.13
0.02,0.005,0.53,2524,0.31,0.135
0.065,0.0,0.06,2525,0.115,0.76
0.025,0.0,0.025,2526,0.01,0.94
0.725,0.0,0.005,2527,0.055,0.215
0.385,0.0,0.01,2528,0.48,0.125
0.125,0.01,0.055,2529,0.36,0.45
0.0,0.0,0.005,2530,0.0,0.995
0.005,0.02,0.11,2531,0.0,0.865
0.015,0.0,0.295,2532,0.025,0.665
1.0,0.0,0.0,2533,0.0,0.0
0.035,0.015,0.27,2534,0.1,0.58
0.615,0.0,0.07,2535,0.245,0.07
0.43,0.0,0.04,2536,0.49,0.04
0.3,0.0,0.015,2537,0.115,0.57
0.105,0.005,0.005,2538,0.05,0.835
0.0,0.0,0.01,2539,0.0,0.99
0.02,0.01,0.1,2540,0.045,0.825
0.885,0.01,0.0,2541,0.005,0.1
0.99,0.0,0.0,2542,0.0,0.01
0.775,0.0,0.0,2543,0.175,0.05
0.995,0.0,0.0,2544,0.005,0.0
0.89,0.0,0.0,2545,0.1,0.01
0.07,0.035,0.64,2546,0.0,0.255
0.54,0.0,0.055,2547,0.275,0.13
0.965,0.0,0.0,2548,0.03,0.005
0.475,0.0,0.01,2549,0.42,0.095
0.105,0.01,0.185,2550,0.3,0.4
0.445,0.0,0.0,2551,0.07,0.485
0.0,0.0,0.0,2552,0.0,1.0
0.725,0.0,0.0,2553,0.255,0.02
0.29,0.0,0.005,2554,0.125,0.58
0.43,0.0,0.005,2555,0.51,0.055
0.0,0.0,0.01,2556,0.0,0.99
0.73,0.0,0.005,2557,0.115,0.15
0.87,0.0,0.0,2558,0.045,0.085
0.64,0.0,0.03,2559,0.085,0.245
0.87,0.0,0.015,2560,0.03,0.085
0.385,0.0,0.055,2561,0.29,0.27
0.32,0.0,0.185,2562,0.2,0.295
0.23,0.025,0.025,2563,0.58,0.14
0.995,0.0,0.0,2564,0.005,0.0
0.99,0.0,0.0,2565,0.0,0.01
0.24,0.02,0.045,2566,0.39,0.305
0.065,0.0,0.155,2567,0.335,0.445
0.54,0.0,0.015,2568,0.345,0.1
0.29,0.0,0.09,2569,0.265,0.355
0.785,0.0,0.0,2570,0.015,0.2
0.595,0.0,0.035,2571,0.285,0.085
0.585,0.005,0.03,2572,0.255,0.125
0.265,0.0,0.04,2573,0.315,0.38
0.975,0.0,0.0,2574,0.015,0.01
0.705,0.0,0.0,2575,0.04,0.255
0.065,0.02,0.025,2576,0.01,0.88
0.52,0.0,0.0,2577,0.22,0.26
0.285,0.0,0.03,2578,0.505,0.18
0.39,0.0,0.015,2579,0.245,0.35
0.235,0.0,0.005,2580,0.11,0.65
0.62,0.0,0.0,2581,0.015,0.365
0.415,0.0,0.01,2582,0.38,0.195
0.71,0.01,0.0,2583,0.02,0.26
0.355,0.0,0.005,2584,0.575,0.065
0.395,0.0,0.015,2585,0.19,0.4
0.505,0.0,0.015,2586,0.245,0.235
0.0,0.0,0.215,2587,0.375,0.41
0.025,0.06,0.065,2588,0.0,0.85
0.945,0.0,0.0,2589,0.01,0.045
0.0,0.0,0.005,2590,0.0,0.995
0.535,0.0,0.015,2591,0.23,0.22
0.94,0.005,0.005,2592,0.005,0.045
0.0,0.0,0.005,2593,0.0,0.995
0.005,0.01,0.12,2594,0.0,0.865
0.42,0.0,0.03,2595,0.165,0.385
0.19,0.385,0.225,2596,0.0,0.2
0.86,0.0,0.005,2597,0.06,0.075
0.52,0.015,0.015,2598,0.24,0.21
0.295,0.0,0.26,2599,0.26,0.185
0.455,0.0,0.02,2600,0.055,0.47
0.405,0.0,0.02,2601,0.205,0.37
0.18,0.005,0.015,2602,0.0,0.8
0.045,0.03,0.24,2603,0.005,0.68
0.435,0.0,0.065,2604,0.385,0.115
0.21,0.0,0.0,2605,0.0,0.79
0.045,0.0,0.245,2606,0.41,0.3
0.505,0.0,0.085,2607,0.17,0.24
0.355,0.0,0.03,2608,0.53,0.085
0.29,0.0,0.065,2609,0.535,0.11
0.365,0.0,0.06,2610,0.35,0.225
0.04,0.0,0.075,2611,0.205,0.68
0.56,0.0,0.02,2612,0.39,0.03
0.295,0.0,0.08,2613,0.53,0.095
0.445,0.0,0.1,2614,0.275,0.18
0.95,0.0,0.0,2615,0.0,0.05
0.935,0.0,0.005,2616,0.03,0.03
0.06,0.005,0.035,2617,0.105,0.795
0.175,0.0,0.025,2618,0.59,0.21
0.515,0.005,0.025,2619,0.27,0.185
0.505,0.0,0.055,2620,0.24,0.2
0.0,0.0,0.0,2621,0.0,1.0
0.43,0.005,0.065,2622,0.36,0.14
0.675,0.0,0.005,2623,0.25,0.07
0.875,0.0,0.005,2624,0.0,0.12
0.305,0.0,0.075,2625,0.54,0.08
0.0,0.0,0.025,2626,0.0,0.975
0.255,0.0,0.005,2627,0.16,0.58
0.635,0.0,0.01,2628,0.115,0.24
0.445,0.005,0.085,2629,0.195,0.27
0.33,0.005,0.085,2630,0.11,0.47
0.6,0.0,0.02,2631,0.175,0.205
0.99,0.0,0.0,2632,0.0,0.01
0.0,0.03,0.14,2633,0.0,0.83
0.44,0.0,0.015,2634,0.47,0.075
0.29,0.005,0.12,2635,0.455,0.13
0.875,0.0,0.0,2636,0.055,0.07
0.435,0.0,0.015,2637,0.48,0.07
0.995,0.0,0.0,2638,0.0,0.005
0.84,0.0,0.005,2639,0.135,0.02
0.84,0.0,0.0,2640,0.1,0.06
0.385,0.0,0.005,2641,0.065,0.545
0.035,0.0,0.05,2642,0.43,0.485
0.01,0.01,0.24,2643,0.24,0.5
0.795,0.02,0.0,2644,0.0,0.185
0.345,0.0,0.08,2645,0.385,0.19
0.0,0.02,0.11,2646,0.0,0.87
0.0,0.01,0.005,2647,0.0,0.985
0.005,0.015,0.585,2648,0.01,0.385
0.965,0.0,0.005,2649,0.005,0.025
0.0,0.0,0.005,2650,0.0,0.995
0.835,0.0,0.055,2651,0.0,0.11
0.0,0.005,0.005,2652,0.0,0.99
0.78,0.0,0.0,2653,0.16,0.06
0.56,0.0,0.005,2654,0.365,0.07
0.0,0.0,0.02,2655,0.01,0.97
0.26,0.0,0.18,2656,0.33,0.23
0.53,0.0,0.005,2657,0.145,0.32
0.14,0.01,0.05,2658,0.135,0.665
0.005,0.26,0.33,2659,0.0,0.405
0.18,0.0,0.005,2660,0.1,0.715
0.155,0.06,0.085,2661,0.185,0.515
0.845,0.0,0.0,2662,0.0,0.155
0.245,0.0,0.02,2663,0.52,0.215
0.405,0.0,0.01,2664,0.325,0.26
0.44,0.0,0.02,2665,0.255,0.285
0.6,0.0,0.095,2666,0.135,0.17
0.44,0.0,0.025,2667,0.47,0.065
0.61,0.0,0.0,2668,0.335,0.055
0.46,0.005,0.015,2669,0.32,0.2
0.335,0.0,0.01,2670,0.1,0.555
0.125,0.0,0.125,2671,0.45,0.3
0.65,0.0,0.04,2672,0.165,0.145
0.185,0.0,0.025,2673,0.525,0.265
0.675,0.0,0.01,2674,0.165,0.15
0.185,0.045,0.295,2675,0.005,0.47
0.055,0.19,0.46,2676,0.005,0.29
0.985,0.0,0.0,2677,0.0,0.015
0.0,0.005,0.03,2678,0.0,0.965
0.315,0.0,0.025,2679,0.435,0.225
0.015,0.005,0.06,2680,0.01,0.91
0.0,0.02,0.045,2681,0.01,0.925
0.02,0.055,0.17,2682,0.0,0.755
0.985,0.0,0.0,2683,0.015,0.0
0.685,0.0,0.0,2684,0.22,0.095
0.24,0.0,0.045,2685,0.485,0.23
0.105,0.0,0.01,2686,0.235,0.65
0.57,0.0,0.015,2687,0.36,0.055
0.325,0.04,0.055,2688,0.325,0.255
0.655,0.0,0.03,2689,0.105,0.21
0.0,0.0,0.015,2690,0.0,0.985
0.0,0.11,0.035,2691,0.06,0.795
0.685,0.005,0.005,2692,0.15,0.155
0.44,0.0,0.02,2693,0.415,0.125
0.015,0.02,0.105,2694,0.05,0.81
0.295,0.005,0.085,2695,0.245,0.37
0.0,0.005,0.0,2696,0.0,0.995
0.675,0.0,0.04,2697,0.035,0.25
0.885,0.005,0.01,2698,0.02,0.08
0.265,0.04,0.0,2699,0.0,0.695
0.0,0.005,0.025,2700,0.0,0.97
0.83,0.0,0.0,2701,0.005,0.165
0.545,0.0,0.005,2702,0.27,0.18
0.84,0.0,0.0,2703,0.11,0.05
0.01,0.0,0.235,2704,0.005,0.75
0.0,0.02,0.06,2705,0.04,0.88
0.54,0.0,0.09,2706,0.255,0.115
0.55,0.02,0.025,2707,0.215,0.19
0.145,0.0,0.215,2708,0.56,0.08
0.0,0.005,0.01,2709,0.0,0.985
0.28,0.0,0.02,2710,0.645,0.055
0.37,0.0,0.015,2711,0.345,0.27
0.04,0.0,0.215,2712,0.37,0.375
0.425,0.0,0.01,2713,0.49,0.075
0.995,0.0,0.0,2714,0.0,0.005
0.0,0.0,0.005,2715,0.0,0.995
0.86,0.0,0.0,2716,0.11,0.03
0.855,0.0,0.005,2717,0.095,0.045
0.675,0.0,0.005,2718,0.3,0.02
0.72,0.0,0.0,2719,0.01,0.27
0.95,0.0,0.0,2720,0.005,0.045
0.07,0.0,0.155,2721,0.37,0.405
0.625,0.0,0.02,2722,0.335,0.02
0.005,0.005,0.695,2723,0.025,0.27
0.07,0.005,0.18,2724,0.135,0.61
0.01,0.025,0.015,2725,0.0,0.95
0.635,0.0,0.0,2726,0.305,0.06
0.665,0.015,0.005,2727,0.07,0.245
0.02,0.0,0.05,2728,0.0,0.93
0.795,0.0,0.005,2729,0.145,0.055
0.805,0.0,0.005,2730,0.03,0.16
0.97,0.0,0.0,2731,0.03,0.0
0.215,0.005,0.045,2732,0.0,0.735
0.0,0.0,0.01,2733,0.0,0.99
0.73,0.0,0.045,2734,0.16,0.065
0.72,0.015,0.0,2735,0.115,0.15
0.3,0.0,0.06,2736,0.48,0.16
0.315,0.0,0.045,2737,0.215,0.425
0.305,0.005,0.055,2738,0.525,0.11
0.005,0.015,0.75,2739,0.06,0.17
0.235,0.005,0.03,2740,0.16,0.57
0.31,0.0,0.22,2741,0.26,0.21
0.03,0.025,0.06,2742,0.02,0.865
0.675,0.0,0.005,2743,0.235,0.085
0.0,0.005,0.015,2744,0.0,0.98
0.975,0.0,0.005,2745,0.01,0.01
0.405,0.0,0.035,2746,0.43,0.13
0.595,0.0,0.01,2747,0.145,0.25
0.34,0.0,0.05,2748,0.335,0.275
0.325,0.0,0.02,2749,0.24,0.415
0.225,0.005,0.07,2750,0.59,0.11
0.395,0.005,0.025,2751,0.175,0.4
0.71,0.0,0.0,2752,0.085,0.205
0.74,0.005,0.0,2753,0.205,0.05
0.325,0.02,0.225,2754,0.285,0.145
0.075,0.0,0.11,2755,0.195,0.62
0.025,0.05,0.17,2756,0.0,0.755
0.355,0.0,0.025,2757,0.455,0.165
0.015,0.005,0.1,2758,0.0,0.88
0.05,0.0,0.075,2759,0.2,0.675
0.06,0.005,0.055,2760,0.04,0.84
0.765,0.0,0.0,2761,0.125,0.11
0.465,0.0,0.025,2762,0.285,0.225
0.61,0.0,0.02,2763,0.315,0.055
0.875,0.0,0.005,2764,0.0,0.12
0.0,0.005,0.01,2765,0.0,0.985
0.255,0.0,0.045,2766,0.505,0.195
0.84,0.0,0.005,2767,0.055,0.1
0.93,0.0,0.0,2768,0.0,0.07
0.29,0.005,0.025,2769,0.1,0.58
0.015,0.0,0.065,2770,0.765,0.155
0.745,0.005,0.02,2771,0.11,0.12
0.045,0.005,0.045,2772,0.78,0.125
0.775,0.0,0.0,2773,0.0,0.225
0.0,0.0,0.0,2774,0.0,1.0
0.0,0.0,0.005,2775,0.0,0.995
0.305,0.0,0.01,2776,0.375,0.31
0.0,0.0,0.005,2777,0.0,0.995
0.905,0.0,0.0,2778,0.01,0.085
0.13,0.005,0.09,2779,0.53,0.245
0.41,0.0,0.15,2780,0.26,0.18
0.115,0.02,0.205,2781,0.48,0.18
0.91,0.0,0.0,2782,0.02,0.07
0.595,0.0,0.005,2783,0.125,0.275
0.94,0.0,0.0,2784,0.03,0.03
0.22,0.015,0.13,2785,0.165,0.47
0.985,0.0,0.0,2786,0.015,0.0
0.73,0.0,0.0,2787,0.13,0.14
0.01,0.0,0.275,2788,0.0,0.715
0.0,0.0,0.025,2789,0.0,0.975
0.445,0.025,0.02,2790,0.015,0.495
0.965,0.0,0.0,2791,0.025,0.01
0.995,0.0,0.0,2792,0.005,0.0
0.21,0.005,0.01,2793,0.535,0.24
0.0,0.0,0.13,2794,0.555,0.315
0.835,0.0,0.0,2795,0.0,0.165
0.28,0.005,0.06,2796,0.365,0.29
0.485,0.0,0.005,2797,0.14,0.37
0.185,0.015,0.155,2798,0.38,0.265
0.295,0.01,0.095,2799,0.44,0.16
0.655,0.0,0.0,2800,0.2,0.145
0.265,0.005,0.035,2801,0.245,0.45
0.795,0.0,0.0,2802,0.155,0.05
0.195,0.0,0.18,2803,0.34,0.285
0.38,0.02,0.025,2804,0.18,0.395
0.415,0.0,0.005,2805,0.025,0.555
0.015,0.055,0.325,2806,0.0,0.605
0.0,0.0,0.01,2807,0.0,0.99
0.675,0.0,0.005,2808,0.085,0.235
0.485,0.0,0.0,2809,0.475,0.04
0.13,0.0,0.085,2810,0.68,0.105
0.58,0.0,0.055,2811,0.31,0.055
0.005,0.0,0.005,2812,0.0,0.99
0.965,0.0,0.0,2813,0.0,0.035
0.195,0.015,0.01,2814,0.67,0.11
0.235,0.0,0.015,2815,0.105,0.645
0.775,0.02,0.01,2816,0.0,0.195
0.0,0.02,0.015,2817,0.0,0.965
0.935,0.0,0.0,2818,0.035,0.03
0.265,0.0,0.025,2819,0.485,0.225
0.96,0.025,0.0,2820,0.005,0.01
0.005,0.06,0.12,2821,0.0,0.815
0.595,0.0,0.015,2822,0.23,0.16
0.0,0.005,0.005,2823,0.0,0.99
0.4,0.005,0.12,2824,0.42,0.055
0.525,0.005,0.02,2825,0.305,0.145
0.25,0.0,0.015,2826,0.31,0.425
0.295,0.0,0.035,2827,0.61,0.06
0.18,0.0,0.16,2828,0.515,0.145
0.32,0.0,0.01,2829,0.545,0.125
0.91,0.005,0.0,2830,0.0,0.085
0.55,0.0,0.02,2831,0.335,0.095
0.06,0.005,0.075,2832,0.295,0.565
0.315,0.0,0.005,2833,0.13,0.55
0.755,0.0,0.0,2834,0.0,0.245
0.55,0.0,0.015,2835,0.4,0.035
0.42,0.0,0.04,2836,0.455,0.085
0.355,0.0,0.135,2837,0.295,0.215
0.015,0.015,0.51,2838,0.015,0.445
0.005,0.015,0.18,2839,0.115,0.685
0.07,0.01,0.05,2840,0.275,0.595
0.565,0.0,0.0,2841,0.395,0.04
0.89,0.0,0.0,2842,0.0,0.11
0.475,0.0,0.03,2843,0.475,0.02
0.0,0.0,0.025,2844,0.0,0.975
0.45,0.0,0.15,2845,0.23,0.17
0.685,0.0,0.0,2846,0.13,0.185
0.555,0.0,0.045,2847,0.295,0.105
0.78,0.0,0.0,2848,0.095,0.125
0.025,0.005,0.03,2849,0.04,0.9
0.745,0.0,0.0,2850,0.01,0.245
0.16,0.0,0.315,2851,0.09,0.435
0.725,0.0,0.0,2852,0.125,0.15
0.42,0.0,0.005,2853,0.235,0.34
0.47,0.02,0.0,2854,0.19,0.32
0.98,0.0,0.0,2855,0.005,0.015
0.99,0.0,0.005,2856,0.005,0.0
0.69,0.0,0.0,2857,0.25,0.06
0.645,0.0,0.0,2858,0.165,0.19
0.27,0.0,0.01,2859,0.16,0.56
0.21,0.01,0.075,2860,0.135,0.57
0.01,0.0,0.155,2861,0.46,0.375
0.0,0.005,0.055,2862,0.0,0.94
0.01,0.01,0.02,2863,0.0,0.96
0.85,0.005,0.0,2864,0.015,0.13
0.69,0.0,0.015,2865,0.245,0.05
0.0,0.005,0.005,2866,0.0,0.99
0.0,0.0,0.05,2867,0.0,0.95
0.315,0.0,0.08,2868,0.115,0.49
0.785,0.0,0.005,2869,0.005,0.205
0.465,0.0,0.05,2870,0.395,0.09
0.865,0.0,0.01,2871,0.115,0.01
0.485,0.005,0.0,2872,0.355,0.155
0.29,0.0,0.27,2873,0.33,0.11
0.775,0.0,0.0,2874,0.16,0.065
0.68,0.0,0.02,2875,0.275,0.025
0.045,0.02,0.03,2876,0.0,0.905
0.015,0.0,0.045,2877,0.365,0.575
0.0,0.0,0.0,2878,0.0,1.0
0.73,0.0,0.015,2879,0.215,0.04
0.0,0.0,0.09,2880,0.0,0.91
0.0,0.0,0.345,2881,0.1,0.555
0.975,0.0,0.015,2882,0.0,0.01
0.51,0.0,0.005,2883,0.44,0.045
0.655,0.0,0.05,2884,0.255,0.04
0.0,0.0,0.005,2885,0.0,0.995
0.47,0.0,0.045,2886,0.14,0.345
0.01,0.02,0.03,2887,0.01,0.93
0.12,0.005,0.015,2888,0.615,0.245
0.55,0.0,0.0,2889,0.02,0.43
0.89,0.0,0.0,2890,0.025,0.085
0.0,0.075,0.045,2891,0.01,0.87
0.785,0.0,0.015,2892,0.025,0.175
0.575,0.02,0.005,2893,0.35,0.05
0.975,0.0,0.0,2894,0.01,0.015
0.33,0.005,0.005,2895,0.265,0.395
0.455,0.0,0.015,2896,0.09,0.44
0.05,0.02,0.285,2897,0.0,0.645
0.51,0.0,0.03,2898,0.115,0.345
0.33,0.0,0.0,2899,0.0,0.67
0.645,0.0,0.005,2900,0.055,0.295
0.38,0.0,0.015,2901,0.06,0.545
0.895,0.0,0.0,2902,0.02,0.085
0.015,0.02,0.02,2903,0.03,0.915
0.3,0.0,0.07,2904,0.585,0.045
0.305,0.035,0.305,2905,0.175,0.18
0.98,0.0,0.0,2906,0.005,0.015
0.51,0.005,0.02,2907,0.215,0.25
0.16,0.005,0.0,2908,0.075,0.76
0.52,0.02,0.025,2909,0.39,0.045
0.35,0.005,0.045,2910,0.01,0.59
0.53,0.0,0.03,2911,0.295,0.145
0.97,0.0,0.0,2912,0.025,0.005
0.495,0.0,0.02,2913,0.105,0.38
0.51,0.0,0.035,2914,0.155,0.3
0.74,0.0,0.01,2915,0.15,0.1
0.045,0.0,0.245,2916,0.27,0.44
0.045,0.0,0.3,2917,0.07,0.585
0.5,0.0,0.075,2918,0.175,0.25
0.18,0.085,0.015,2919,0.0,0.72
0.405,0.005,0.035,2920,0.235,0.32
0.405,0.0,0.045,2921,0.475,0.075
0.19,0.005,0.065,2922,0.56,0.18
0.22,0.0,0.145,2923,0.48,0.155
0.325,0.0,0.035,2924,0.345,0.295
0.435,0.0,0.005,2925,0.04,0.52
0.015,0.07,0.5,2926,0.0,0.415
0.43,0.0,0.015,2927,0.405,0.15
0.92,0.0,0.0,2928,0.005,0.075
0.06,0.005,0.28,2929,0.19,0.465
0.33,0.005,0.005,2930,0.33,0.33
0.045,0.0,0.045,2931,0.14,0.77
0.985,0.0,0.0,2932,0.0,0.015
0.71,0.0,0.04,2933,0.245,0.005
0.34,0.0,0.025,2934,0.44,0.195
0.04,0.0,0.055,2935,0.43,0.475
0.75,0.0,0.02,2936,0.205,0.025
0.065,0.0,0.035,2937,0.035,0.865
0.02,0.0,0.2,2938,0.0,0.78
0.18,0.0,0.01,2939,0.375,0.435
0.99,0.0,0.0,2940,0.01,0.0
0.4,0.0,0.085,2941,0.24,0.275
0.0,0.005,0.005,2942,0.0,0.99
0.31,0.0,0.02,2943,0.23,0.44
0.365,0.0,0.055,2944,0.13,0.45
0.825,0.0,0.0,2945,0.01,0.165
0.375,0.0,0.03,2946,0.485,0.11
0.505,0.0,0.02,2947,0.245,0.23
0.75,0.0,0.035,2948,0.175,0.04
0.035,0.015,0.1,2949,0.13,0.72
0.15,0.0,0.04,2950,0.22,0.59
0.215,0.005,0.045,2951,0.0,0.735
0.8,0.0,0.005,2952,0.025,0.17
0.005,0.0,0.05,2953,0.01,0.935
0.4,0.005,0.01,2954,0.34,0.245
0.795,0.0,0.0,2955,0.0,0.205
0.08,0.0,0.21,2956,0.58,0.13
0.13,0.0,0.025,2957,0.07,0.775
0.44,0.0,0.04,2958,0.3,0.22
0.06,0.0,0.025,2959,0.085,0.83
0.535,0.0,0.01,2960,0.37,0.085
0.175,0.01,0.035,2961,0.195,0.585
0.245,0.005,0.0,2962,0.715,0.035
0.51,0.0,0.015,2963,0.04,0.435
0.03,0.015,0.15,2964,0.62,0.185
0.0,0.005,0.01,2965,0.0,0.985
0.925,0.0,0.0,2966,0.07,0.005
0.025,0.025,0.14,2967,0.16,0.65
0.21,0.0,0.015,2968,0.55,0.225
0.72,0.0,0.01,2969,0.125,0.145
0.62,0.0,0.005,2970,0.165,0.21
0.04,0.005,0.005,2971,0.0,0.95
0.04,0.005,0.07,2972,0.22,0.665
0.99,0.0,0.005,2973,0.005,0.0
0.0,0.01,0.33,2974,0.02,0.64
0.29,0.0,0.13,2975,0.38,0.2
0.465,0.0,0.04,2976,0.24,0.255
0.34,0.0,0.015,2977,0.415,0.23
0.27,0.0,0.01,2978,0.195,0.525
0.0,0.0,0.005,2979,0.0,0.995
0.995,0.0,0.0,2980,0.0,0.005
0.955,0.0,0.005,2981,0.03,0.01
0.305,0.0,0.045,2982,0.165,0.485
0.045,0.015,0.23,2983,0.005,0.705
0.46,0.0,0.0,2984,0.46,0.08
0.7,0.0,0.0,2985,0.02,0.28
0.5,0.0,0.025,2986,0.345,0.13
0.385,0.005,0.005,2987,0.455,0.15
0.0,0.0,0.0,2988,0.0,1.0
0.265,0.0,0.005,2989,0.115,0.615
0.065,0.0,0.04,2990,0.015,0.88
0.805,0.0,0.0,2991,0.005,0.19
0.72,0.0,0.005,2992,0.175,0.1
0.655,0.0,0.0,2993,0.235,0.11
0.805,0.0,0.015,2994,0.135,0.045
0.09,0.005,0.23,2995,0.41,0.265
0.76,0.005,0.005,2996,0.065,0.165
0.54,0.0,0.005,2997,0.34,0.115
0.37,0.0,0.05,2998,0.205,0.375
0.77,0.0,0.005,2999,0.205,0.02
0.42,0.0,0.02,3000,0.515,0.045
0.875,0.0,0.0,3001,0.015,0.11
0.6,0.0,0.005,3002,0.34,0.055
0.46,0.0,0.05,3003,0.135,0.355
0.59,0.0,0.105,3004,0.17,0.135
0.9,0.0,0.0,3005,0.0,0.1
0.0,0.0,0.01,3006,0.0,0.99
0.51,0.0,0.04,3007,0.11,0.34
0.335,0.0,0.075,3008,0.365,0.225
0.0,0.01,0.01,3009,0.01,0.97
1.0,0.0,0.0,3010,0.0,0.0
0.895,0.0,0.0,3011,0.005,0.1
0.38,0.0,0.02,3012,0.27,0.33
0.015,0.0,0.375,3013,0.27,0.34
0.0,0.0,0.02,3014,0.0,0.98
0.48,0.0,0.15,3015,0.055,0.315
0.0,0.0,0.01,3016,0.0,0.99
0.775,0.005,0.02,3017,0.14,0.06
0.31,0.035,0.025,3018,0.5,0.13
0.28,0.08,0.285,3019,0.145,0.21
0.525,0.0,0.04,3020,0.3,0.135
0.985,0.0,0.005,3021,0.01,0.0
0.665,0.0,0.0,3022,0.26,0.075
0.4,0.0,0.015,3023,0.345,0.24
0.925,0.0,0.0,3024,0.005,0.07
0.895,0.0,0.0,3025,0.0,0.105
0.185,0.09,0.205,3026,0.0,0.52
0.11,0.0,0.065,3027,0.575,0.25
0.295,0.0,0.0,3028,0.455,0.25
0.075,0.0,0.18,3029,0.385,0.36
0.835,0.0,0.0,3030,0.135,0.03
0.505,0.0,0.005,3031,0.215,0.275
0.665,0.0,0.0,3032,0.315,0.02
0.745,0.0,0.0,3033,0.2,0.055
0.03,0.0,0.04,3034,0.125,0.805
0.635,0.0,0.02,3035,0.2,0.145
0.0,0.0,0.005,3036,0.0,0.995
0.26,0.005,0.04,3037,0.51,0.185
0.0,0.0,0.0,3038,0.0,1.0
0.23,0.0,0.01,3039,0.55,0.21
0.005,0.46,0.11,3040,0.01,0.415
0.865,0.0,0.01,3041,0.025,0.1
0.325,0.0,0.015,3042,0.545,0.115
0.805,0.0,0.005,3043,0.015,0.175
0.955,0.0,0.0,3044,0.035,0.01
0.97,0.0,0.0,3045,0.005,0.025
0.145,0.025,0.005,3046,0.0,0.825
0.0,0.015,0.04,3047,0.0,0.945
0.0,0.01,0.005,3048,0.0,0.985
0.0,0.025,0.09,3049,0.0,0.885
0.085,0.005,0.215,3050,0.475,0.22
0.32,0.005,0.015,3051,0.475,0.185
0.41,0.0,0.035,3052,0.3,0.255
0.665,0.0,0.0,3053,0.0,0.335
0.995,0.0,0.0,3054,0.005,0.0
0.095,0.005,0.025,3055,0.665,0.21
0.26,0.0,0.07,3056,0.52,0.15
0.61,0.0,0.0,3057,0.255,0.135
0.885,0.0,0.0,3058,0.01,0.105
0.0,0.0,0.0,3059,0.0,1.0
0.435,0.11,0.045,3060,0.01,0.4
0.025,0.0,0.16,3061,0.275,0.54
0.71,0.005,0.005,3062,0.015,0.265
0.265,0.005,0.035,3063,0.44,0.255
0.855,0.0,0.0,3064,0.115,0.03
0.975,0.0,0.0,3065,0.015,0.01
0.965,0.0,0.0,3066,0.015,0.02
0.325,0.0,0.085,3067,0.45,0.14
0.0,0.01,0.045,3068,0.0,0.945
0.0,0.03,0.0,3069,0.0,0.97
0.0,0.0,0.01,3070,0.0,0.99
0.54,0.16,0.01,3071,0.195,0.095
0.5,0.0,0.025,3072,0.22,0.255
0.405,0.0,0.01,3073,0.145,0.44
0.0,0.07,0.73,3074,0.0,0.2
0.73,0.0,0.01,3075,0.025,0.235
